New_Combination,Global_Accuracy(%),Global_DataVolume,Global_Latency_Sum(ms),Global_RoundTime_Max(ms),Computation_Time(ms)
C6-C7-C8-C16-C19,16.06000065803528,11989,14510.997295379639,2960.773229598999,21493.287086486816
C3-C5-C10-C16-C17,13.179999589920044,11992,14351.525068283081,2948.052167892456,21941.347122192383
C1-C4-C5-C8-C17,10.740000009536743,11990,14117.292404174805,2871.079444885254,21035.739421844482
C2-C4-C5-C6-C15,13.169999420642853,11986,14039.169549942017,2878.1039714813232,21114.611625671387
C4-C6-C8-C9-C15,12.82999962568283,11986,13974.400520324707,2821.9759464263916,20708.016633987427
C1-C2-C4-C5-C24,11.089999973773956,11985,13901.527881622314,2814.7366046905518,20800.49228668213
C1-C7-C8-C16-C22,11.739999800920486,11987,13970.112085342407,2850.2376079559326,20683.96282196045
C1-C5-C6-C20-C23,10.639999806880951,11993,14244.981288909912,2905.404806137085,21162.838220596313
C1-C2-C3-C10-C23,15.230000019073486,11991,14226.57060623169,2908.3895683288574,21138.371229171753
C3-C4-C5-C15-C23,15.119999647140503,11994,13261.807680130005,2853.5118103027344,19857.808113098145
C1-C4-C5-C8-C15,12.849999964237213,11990,13023.845911026001,2644.5107460021973,19425.32992362976
C3-C4-C5-C17-C20,14.76999968290329,11991,12957.768440246582,2610.217571258545,19452.516794204712
C3-C7-C9-C10-C18,11.980000138282776,11990,12951.869010925293,2634.0506076812744,19337.135076522827
C2-C4-C6-C21-C22,12.1799997985363,11980,12922.896146774292,2614.7940158843994,19316.065311431885
C3-C6-C9-C19-C20,15.09999930858612,11993,12958.021640777588,2623.551607131958,19350.96049308777
C3-C6-C7-C16-C21,10.06999984383583,11993,12811.814308166504,2616.3759231567383,19047.560930252075
C1-C4-C7-C8-C20,12.250000238418579,11987,12723.161220550537,2605.0870418548584,18869.932413101196
C1-C4-C6-C8-C20,11.810000240802765,11983,12713.703632354736,2582.491397857666,18918.52855682373
C3-C4-C10-C20-C23,13.040000200271606,11986,12602.34785079956,2537.189722061157,18878.281831741333
C4-C5-C7-C18-C24,11.819999665021896,11984,12561.974048614502,2524.397373199463,18800.354957580566
C1-C3-C6-C10-C24,12.549999356269836,11986,12573.383808135986,2535.284996032715,18784.810543060303
C3-C4-C5-C16-C25,12.349999696016312,11991,12609.190940856934,2547.9438304901123,19000.277280807495
C2-C4-C6-C8-C15,11.20000034570694,11982,12574.202060699463,2533.05983543396,18799.00026321411
C1-C5-C10-C17-C24,12.080000340938568,11990,12588.55652809143,2542.999029159546,18525.700569152832
C3-C4-C5-C7-C25,12.489999830722809,11994,12625.805854797363,2548.6340522766113,18922.077178955078
C2-C6-C8-C23-C25,14.540000259876251,11988,12557.25622177124,2533.658981323242,18672.50895500183
C5-C8-C9-C10-C25,11.20000034570694,11991,12720.054149627686,2562.11519241333,18900.740146636963
C1-C2-C5-C7-C18,12.290000170469284,11991,12569.013357162476,2531.3446521759033,18610.635995864868
C3-C4-C6-C10-C15,11.219999939203262,11985,12556.273698806763,2523.637056350708,18870.7377910614
C1-C6-C10-C19-C22,13.930000364780426,11985,12646.357536315918,2578.8538455963135,18652.355909347534
C4-C7-C10-C22-C25,17.409999668598175,11983,12827.627658843994,2574.6312141418457,18876.109838485718
C2-C4-C7-C15-C19,11.110000312328339,11990,12638.28158378601,2556.2262535095215,18853.264093399048
C1-C6-C9-C10-C18,13.089999556541443,11986,12623.53515625,2549.3409633636475,18733.932971954346
C2-C5-C8-C23-C25,11.219999939203262,11992,24762.147426605225,14234.327793121338,31005.347728729248
C3-C5-C7-C18-C23,11.150000244379044,11995,13489.65311050415,2726.564645767212,19904.325485229492
C1-C3-C9-C21-C23,12.700000405311584,12000,13254.773378372192,2694.740056991577,19323.70376586914
C3-C7-C10-C18-C24,12.430000305175781,11985,13274.779796600342,2691.4422512054443,19356.170654296875
C1-C5-C6-C20-C25,12.479999661445618,11993,13160.830020904541,2658.0591201782227,19502.909421920776
C6-C7-C10-C16-C18,14.820000529289246,11983,13165.43173789978,2676.6717433929443,19393.50414276123
C1-C2-C6-C10-C24,11.089999973773956,11982,13117.870569229126,2645.5161571502686,19273.096561431885
C3-C6-C8-C9-C23,11.209999769926071,11992,13118.837833404541,2661.1576080322266,19532.499074935913
C1-C4-C5-C9-C20,8.470000326633453,11991,13028.801441192627,2613.948345184326,19296.80037498474
C1-C5-C7-C20-C24,12.439999729394913,11992,13086.351156234741,2659.9860191345215,19318.38297843933
C1-C5-C9-C15-C18,9.440000355243683,11995,13007.723808288574,2652.8844833374023,18945.4927444458
C1-C3-C6-C15-C20,8.190000057220459,11993,12974.499225616455,2632.2474479675293,19326.390266418457
C4-C6-C10-C15-C18,9.679999947547913,11980,12946.32601737976,2631.3316822052,19220.02935409546
C2-C3-C5-C18-C20,10.570000112056732,11988,12849.365949630737,2597.0897674560547,18957.76414871216
C1-C4-C8-C15-C20,11.20000034570694,11987,12837.242126464844,2613.025665283203,18992.263078689575
C1-C6-C7-C10-C15,11.289999634027481,11991,12808.624267578125,2581.8581581115723,18833.843231201172
C6-C7-C8-C19-C23,15.26000052690506,11992,12840.848684310913,2585.425853729248,18927.71887779236
C2-C3-C9-C17-C20,11.230000108480453,11993,12841.990947723389,2593.291759490967,18958.0500125885
C3-C5-C7-C19-C20,11.320000141859055,11997,12807.044982910156,2578.6449909210205,19127.34889984131
C4-C6-C7-C9-C15,11.320000141859055,11990,12613.44861984253,2567.542791366577,18846.636295318604
C1-C2-C4-C9-C19,11.299999803304672,11990,12655.076742172241,2575.174570083618,18656.98194503784
C3-C5-C10-C18-C20,11.089999973773956,11987,12587.588787078857,2539.829969406128,18773.82493019104
C1-C4-C5-C9-C24,11.079999804496765,11989,12522.94135093689,2533.1687927246094,18691.155672073364
C2-C4-C8-C21-C24,11.20000034570694,11981,12493.611812591553,2524.474859237671,18566.67160987854
C6-C9-C10-C16-C21,16.210000216960907,11988,12558.536052703857,2538.642406463623,18543.981790542603
C2-C6-C9-C15-C16,14.350000023841858,11989,12514.947175979614,2523.9346027374268,18589.387893676758
C4-C5-C6-C18-C23,13.030000030994415,11985,12512.585401535034,2535.6431007385254,18867.780685424805
C3-C6-C8-C20-C21,11.569999903440475,11989,12471.558809280396,2530.033588409424,18581.09211921692
C3-C6-C7-C9-C19,8.489999920129776,11996,12569.526672363281,2531.236171722412,18752.763986587524
C5-C6-C9-C17-C18,11.11999973654747,11991,12583.840131759644,2535.8099937438965,18686.452865600586
C4-C5-C6-C9-C23,12.349999696016312,11990,12563.079595565796,2546.34428024292,18836.36975288391
C1-C7-C9-C18-C19,11.089999973773956,11995,12648.566246032715,2554.8036098480225,18690.210580825806
C2-C5-C7-C8-C17,12.250000238418579,11992,12595.60227394104,2533.287286758423,18653.393268585205
C1-C2-C3-C7-C23,9.40999984741211,11996,12598.46305847168,2538.9108657836914,18650.45952796936
C5-C6-C8-C19-C20,14.699999988079071,11989,12415.939331054688,2503.849983215332,18520.865201950073
C2-C5-C6-C15-C18,11.739999800920486,11987,12516.618490219116,2526.557445526123,18703.108549118042
C2-C3-C4-C20-C23,16.779999434947968,11987,12715.324401855469,2557.537317276001,18967.51642227173
C2-C3-C4-C22-C23,12.759999930858612,11984,12654.654264450073,2564.326286315918,18807.714462280273
C1-C2-C7-C15-C17,15.950000286102295,11996,12660.806894302368,2556.806802749634,18626.062393188477
C1-C5-C10-C18-C23,10.899999737739563,11990,12685.48059463501,2545.4659461975098,18752.55298614502
C4-C6-C7-C18-C25,11.089999973773956,11985,12575.106859207153,2550.5623817443848,18707.958459854126
C1-C3-C5-C20-C24,16.56000018119812,11992,12469.392776489258,2543.001890182495,18579.13875579834
C1-C4-C7-C10-C17,11.699999868869781,11989,12551.893949508667,2532.5584411621094,18573.04334640503
C1-C6-C10-C17-C19,11.03999987244606,11991,12493.452072143555,2520.2598571777344,18509.61661338806
C3-C8-C9-C10-C25,11.089999973773956,11991,12520.886659622192,2520.5070972442627,18484.901428222656
C1-C5-C9-C22-C23,11.089999973773956,11994,12438.140392303467,2509.6423625946045,18458.460807800293
C1-C4-C9-C17-C25,12.890000641345978,11994,12506.803512573242,2534.5494747161865,18486.545085906982
C1-C2-C5-C15-C25,13.030000030994415,11996,12575.778484344482,2542.041063308716,18695.59597969055
C3-C4-C5-C18-C20,12.590000033378601,11986,13675.302028656006,2940.1705265045166,33734.13872718811
C4-C6-C7-C9-C17,12.890000641345978,11990,13280.343055725098,2677.964448928833,19685.921669006348
C1-C3-C7-C9-C15,11.680000275373459,12000,13151.505947113037,2647.5167274475098,19417.951107025146
C2-C7-C8-C10-C19,13.130000233650208,11987,13032.010316848755,2644.5207595825195,19071.519374847412
C3-C5-C9-C16-C24,12.530000507831573,11992,13125.156164169312,2641.1314010620117,19459.55514907837
C5-C6-C9-C10-C19,10.96000000834465,11991,13052.875280380249,2630.4495334625244,19375.317096710205
C2-C9-C10-C18-C24,11.079999804496765,11981,13028.485774993896,2623.4655380249023,19177.808046340942
C1-C5-C10-C20-C23,17.339999973773956,11992,13019.355297088623,2624.3386268615723,19164.30354118347
C1-C4-C10-C20-C23,13.62999975681305,11986,13004.132270812988,2654.66570854187,19162.066221237183
C1-C4-C5-C10-C15,14.759999513626099,11989,13143.160343170166,2658.4508419036865,19473.284006118774
C1-C5-C6-C9-C18,11.20000034570694,11991,13073.132038116455,2629.591941833496,19352.72526741028
C2-C3-C4-C8-C16,15.880000591278076,11983,13037.092447280884,2625.4043579101562,19417.221307754517
C3-C4-C7-C8-C21,11.20000034570694,11990,13053.947687149048,2636.49582862854,19422.819137573242
C4-C6-C7-C8-C16,12.250000238418579,11983,13036.057949066162,2621.755838394165,19371.58226966858
C2-C4-C10-C17-C22,11.93000003695488,11979,13082.244157791138,2637.796401977539,19383.047103881836
C5-C7-C8-C16-C18,14.350000023841858,11988,13075.32286643982,2661.1011028289795,19241.214990615845
C5-C6-C9-C22-C25,9.870000183582306,11990,12800.112009048462,2575.9620666503906,19031.489372253418
C2-C3-C4-C10-C24,11.129999905824661,11980,12860.929489135742,2606.956958770752,19216.60590171814
C1-C6-C10-C18-C20,11.20000034570694,11983,12882.535696029663,2623.053550720215,19021.09456062317
C3-C6-C7-C9-C21,12.980000674724579,11996,12870.054721832275,2596.710205078125,19180.16290664673
C3-C5-C10-C22-C25,14.519999921321869,11989,12942.085981369019,2609.4770431518555,19123.061418533325
C2-C8-C10-C21-C24,11.100000143051147,11982,12803.156852722168,2602.3666858673096,18699.05996322632
C1-C3-C8-C16-C23,14.890000224113464,11993,12859.977006912231,2583.911895751953,19089.62655067444
C5-C9-C10-C16-C18,11.649999767541885,11987,12824.790954589844,2596.9603061676025,18933.067560195923
C6-C8-C9-C18-C24,12.359999865293503,11982,12780.203819274902,2595.116138458252,18765.824794769287
C3-C7-C9-C18-C20,11.110000312328339,11992,12734.274625778198,2568.567991256714,18826.595306396484
C4-C7-C9-C15-C25,17.550000548362732,11994,12582.623720169067,2534.28053855896,18541.82004928589
C2-C6-C7-C19-C23,11.209999769926071,11992,12822.33715057373,2590.324640274048,19026.766300201416
C5-C6-C8-C10-C22,10.23000031709671,11981,12677.421569824219,2552.680492401123,18822.736263275146
C2-C5-C9-C15-C16,12.999999523162842,11993,12667.58942604065,2568.1471824645996,18786.921501159668
C3-C6-C10-C15-C24,16.220000386238098,11986,12679.14605140686,2564.645767211914,18954.166889190674
C2-C6-C7-C17-C25,12.34000027179718,11992,12738.888025283813,2575.3257274627686,18933.414459228516
C4-C8-C9-C16-C21,14.800000190734863,11987,12648.60200881958,2542.70601272583,18642.350435256958
C3-C4-C5-C21-C24,17.339999973773956,11989,12582.977771759033,2528.8031101226807,18867.121934890747
C5-C7-C9-C19-C23,13.160000741481781,12000,12552.664756774902,2533.8501930236816,18707.07654953003
C4-C5-C8-C15-C17,14.249999821186066,11990,12544.339656829834,2524.3215560913086,18618.112325668335
C1-C2-C8-C18-C21,11.490000039339066,11987,12568.886041641235,2533.8799953460693,18509.124040603638
C2-C6-C8-C10-C17,14.699999988079071,11983,12635.64658164978,2549.6058464050293,18651.795864105225
C1-C2-C5-C6-C22,11.100000143051147,11986,12534.208536148071,2539.231300354004,18567.82102584839
C1-C5-C8-C18-C24,10.329999774694443,11986,12508.267879486084,2536.8001461029053,18482.83076286316
C1-C6-C10-C15-C16,13.079999387264252,11988,12539.026498794556,2534.956455230713,18590.45648574829
C1-C3-C8-C15-C24,11.20000034570694,11991,12596.435070037842,2557.290554046631,18574.694395065308
C1-C3-C10-C17-C18,16.88999980688095,11990,12550.529956817627,2535.787582397461,18406.025886535645
C1-C2-C8-C20-C24,11.089999973773956,11984,12622.34878540039,2562.242031097412,18501.885175704956
C5-C6-C9-C18-C20,11.20000034570694,11988,12598.360776901245,2534.992218017578,18775.235176086426
C1-C2-C3-C16-C21,13.930000364780426,11993,12557.230710983276,2546.142816543579,18415.258646011353
C1-C5-C7-C8-C21,14.090000092983246,11996,12564.516305923462,2528.4225940704346,18588.69504928589
C1-C2-C4-C17-C20,12.919999659061432,11987,12587.859153747559,2525.7649421691895,18633.299350738525
C3-C5-C8-C9-C20,15.129999816417694,11993,12633.202075958252,2533.003091812134,18875.86760520935
C3-C6-C7-C17-C21,14.440000057220459,11996,12486.802101135254,2521.4483737945557,18521.57950401306
C1-C3-C7-C21-C25,11.270000040531158,12000,12559.937715530396,2529.628276824951,18619.828939437866
C3-C4-C9-C10-C19,14.620000123977661,11989,12511.221170425415,2523.82493019104,18642.03190803528
C3-C5-C6-C18-C23,10.610000044107437,11991,12537.202835083008,2555.529832839966,18706.472635269165
C6-C7-C10-C15-C18,11.089999973773956,11986,12591.541528701782,2567.2671794891357,18677.497386932373
C4-C6-C9-C21-C24,11.739999800920486,11985,12650.126218795776,2546.156644821167,18763.818740844727
C1-C3-C5-C16-C21,12.479999661445618,11997,29320.44243812561,19006.96873664856,35699.387311935425
C1-C2-C4-C18-C25,12.080000340938568,11985,13575.127601623535,2720.7882404327393,19858.45923423767
C3-C6-C9-C22-C23,11.890000104904175,11990,13564.992666244507,2721.980094909668,19876.136779785156
C3-C5-C7-C9-C24,11.43999993801117,11995,13459.739208221436,2721.1196422576904,19880.040884017944
C2-C6-C7-C16-C23,13.269999623298645,11989,13388.686418533325,2701.8980979919434,19594.303131103516
C3-C5-C7-C15-C20,12.110000103712082,11997,13385.247945785522,2685.83607673645,19870.055437088013
C5-C6-C10-C15-C23,13.120000064373016,11991,13339.848041534424,2697.721481323242,19670.05753517151
C1-C3-C6-C8-C19,8.709999918937683,11992,13221.404790878296,2671.105146408081,19590.654373168945
C1-C5-C6-C15-C23,12.359999865293503,11996,13244.204759597778,2665.2064323425293,19523.239612579346
C1-C3-C5-C9-C21,11.320000141859055,12000,13342.876434326172,2824.0017890930176,19521.876573562622
C3-C6-C8-C22-C23,11.219999939203262,11986,13167.71650314331,2663.1526947021484,19497.809886932373
C2-C3-C9-C16-C24,11.389999836683273,11988,13279.483795166016,2672.682762145996,19490.512132644653
C2-C6-C7-C16-C25,12.89999932050705,11989,13256.55221939087,2689.5933151245117,19475.470304489136
C1-C2-C4-C9-C22,15.98999947309494,11984,13136.658668518066,2663.7957096099854,19394.24705505371
C7-C8-C9-C10-C19,11.110000312328339,11991,13128.33833694458,2640.9027576446533,19183.218240737915
C2-C3-C10-C15-C16,10.769999772310257,11988,13144.65045928955,2646.843910217285,19239.529609680176
C4-C8-C9-C10-C20,16.48000031709671,11982,13133.73851776123,2673.430919647217,19389.382123947144
C1-C6-C8-C9-C20,11.20000034570694,11989,13154.829740524292,2662.993907928467,19339.099645614624
C2-C4-C8-C16-C20,11.580000072717667,11980,13131.770133972168,2668.11466217041,19354.050874710083
C3-C7-C8-C10-C17,9.130000323057175,11991,13170.516729354858,2653.0025005340576,19351.42469406128
C3-C6-C10-C19-C25,12.569999694824219,11991,13032.006978988647,2617.1786785125732,19331.312656402588
C3-C4-C9-C17-C20,11.36000007390976,11991,13033.763885498047,2622.420310974121,19407.792568206787
C3-C4-C9-C22-C24,9.629999846220016,11983,12964.337348937988,2633.4240436553955,19247.711420059204
C1-C5-C10-C16-C25,14.380000531673431,11992,12867.593050003052,2580.4598331451416,18985.695123672485
C2-C5-C8-C16-C18,12.800000607967377,11984,12865.094184875488,2603.527307510376,19051.386833190918
C2-C6-C9-C15-C23,11.349999904632568,11992,12875.855684280396,2611.741065979004,19087.350845336914
C1-C5-C6-C8-C22,13.680000603199005,11986,12842.54789352417,2610.5754375457764,19176.029205322266
C3-C5-C8-C22-C25,11.230000108480453,11990,12717.2110080719,2549.4089126586914,18918.43557357788
C5-C8-C9-C20-C21,15.860000252723694,11993,12731.642007827759,2566.390037536621,18889.618396759033
C1-C6-C9-C23-C25,13.140000402927399,11996,12737.204313278198,2563.7218952178955,18855.825662612915
C2-C3-C7-C10-C17,13.600000739097595,11991,12703.322887420654,2557.790756225586,18749.724864959717
C1-C2-C3-C9-C17,10.930000245571136,11996,12723.628520965576,2582.198143005371,18831.661701202393
C5-C7-C8-C16-C23,12.309999763965607,11993,12648.217678070068,2548.4671592712402,18857.861280441284
C3-C6-C8-C15-C16,12.060000002384186,11989,12605.459928512573,2565.312147140503,18795.504570007324
C3-C8-C10-C20-C25,10.249999910593033,11988,12626.455307006836,2559.2451095581055,18689.41378593445
C2-C5-C9-C15-C21,11.330000311136246,11996,12576.666355133057,2536.3473892211914,18624.21178817749
C2-C3-C7-C19-C24,12.359999865293503,11991,12651.423454284668,2572.3652839660645,18778.165578842163
C1-C4-C6-C20-C22,12.1799997985363,11981,12552.476644515991,2534.0676307678223,18781.421661376953
C4-C5-C6-C16-C18,11.169999837875366,11982,12608.243942260742,2549.5800971984863,18903.116703033447
C5-C7-C10-C15-C16,11.089999973773956,11992,12692.870378494263,2567.5508975982666,18797.44529724121
C2-C6-C7-C9-C17,12.269999831914902,11992,12652.461767196655,2545.5336570739746,18761.38424873352
C3-C5-C7-C15-C19,8.35999995470047,12000,12549.353837966919,2531.421661376953,18648.987770080566
C2-C5-C9-C17-C22,11.590000241994858,11990,13032.273530960083,2961.327314376831,19105.117797851562
C2-C3-C7-C15-C21,12.809999287128448,11996,12641.725778579712,2574.1093158721924,18728.331089019775
C6-C7-C8-C10-C25,11.249999701976776,11987,12645.78104019165,2559.03697013855,18822.577238082886
C2-C6-C8-C15-C25,16.55000001192093,11988,12662.675380706787,2557.681083679199,18800.726175308228
C1-C2-C3-C19-C23,14.699999988079071,11996,12664.923667907715,2550.9068965911865,18616.713762283325
C1-C3-C4-C10-C25,12.710000574588776,11989,12626.8892288208,2549.8225688934326,18798.274993896484
C1-C2-C8-C10-C25,11.060000211000443,11987,12530.707836151123,2520.6551551818848,18503.65114212036
C1-C2-C3-C17-C18,8.749999850988388,11991,12590.458631515503,2547.606945037842,18635.212421417236
C3-C4-C5-C10-C18,11.429999768733978,11984,12666.96286201477,2555.964231491089,18958.81175994873
C2-C6-C8-C19-C24,16.39000028371811,11983,12700.369596481323,2569.4427490234375,18767.109870910645
C6-C7-C9-C16-C23,12.389999628067017,11993,12633.34846496582,2534.104347229004,18651.440382003784
C2-C7-C10-C18-C25,11.089999973773956,11986,12636.785507202148,2538.726568222046,18650.34556388855
C3-C4-C9-C10-C23,14.249999821186066,11989,12657.85002708435,2544.8949337005615,18844.36798095703
C6-C9-C10-C18-C24,11.089999973773956,11981,12583.3158493042,2558.7122440338135,18586.552143096924
C3-C4-C6-C15-C21,10.610000044107437,11990,12645.670175552368,2558.568239212036,18863.796710968018
C1-C2-C5-C9-C25,11.659999936819077,11996,12720.858097076416,2566.5125846862793,18839.61510658264
C4-C7-C9-C24-C25,17.589999735355377,11989,12612.93339729309,2534.2979431152344,18634.6595287323
C1-C3-C10-C20-C22,14.059999585151672,11986,12649.030685424805,2548.9299297332764,18710.394620895386
C1-C4-C10-C19-C25,13.019999861717224,11989,12702.003955841064,2564.958095550537,18740.322828292847
C1-C3-C7-C8-C17,12.479999661445618,11996,12681.593656539917,2579.3516635894775,18788.29002380371
C7-C8-C9-C10-C24,15.299999713897705,11986,12737.173318862915,2568.1278705596924,18656.71706199646
C2-C4-C9-C20-C23,12.980000674724579,11987,12724.716901779175,2563.6532306671143,18794.373750686646
C3-C4-C8-C15-C17,11.509999632835388,11990,32009.33289527893,21924.854516983032,38323.859214782715
C5-C8-C10-C16-C24,11.089999973773956,11983,13991.2691116333,2901.1406898498535,20610.593557357788
C1-C6-C9-C17-C21,18.070000410079956,11996,13798.24185371399,2802.7384281158447,20326.22003555298
C5-C6-C10-C23-C24,11.110000312328339,11986,13629.998922348022,2739.691734313965,20185.994148254395
C3-C8-C9-C23-C24,11.209999769926071,11991,13615.990400314331,2761.430501937866,20092.19002723694
C3-C8-C10-C23-C25,9.290000051259995,11991,13447.193622589111,2712.1169567108154,19903.137922286987
C3-C6-C10-C15-C20,12.870000302791595,11988,13354.190111160278,2697.1421241760254,19765.970468521118
C3-C5-C7-C22-C24,13.39000016450882,11989,13425.514459609985,2706.9242000579834,20000.051259994507
C4-C5-C6-C21-C24,11.209999769926071,11985,13370.127439498901,2705.0085067749023,19906.630039215088
C1-C2-C4-C19-C24,14.300000667572021,11985,13331.725358963013,2695.704221725464,19640.0887966156
C5-C9-C10-C17-C25,14.180000126361847,11995,13329.097509384155,2695.1465606689453,19677.30164527893
C2-C4-C8-C9-C23,10.96000000834465,11986,13350.165843963623,2692.9121017456055,19741.60623550415
C2-C3-C8-C24-C25,14.239999651908875,11987,13404.097557067871,2702.925443649292,19696.5389251709
C3-C8-C9-C21-C23,11.349999904632568,11996,13256.340742111206,2671.5989112854004,19471.51517868042
C4-C5-C9-C18-C20,11.190000176429749,11986,13160.985708236694,2668.78604888916,19394.33741569519
C1-C2-C9-C16-C23,11.209999769926071,11993,13261.162519454956,2687.1306896209717,19489.02416229248
C6-C7-C8-C16-C18,11.20000034570694,11984,13167.385816574097,2649.1081714630127,19350.85439682007
C3-C6-C7-C15-C25,14.869999885559082,11996,13112.410306930542,2639.104127883911,19500.519037246704
C2-C5-C8-C16-C22,14.8499995470047,11983,13175.539493560791,2651.137351989746,19490.296602249146
C3-C4-C6-C20-C22,12.700000405311584,11981,13194.531679153442,2671.71049118042,19715.275049209595
C6-C8-C10-C24-C25,11.20000034570694,11982,13249.345541000366,2673.7959384918213,19604.504823684692
C1-C2-C6-C7-C19,11.089999973773956,11992,13099.76577758789,2652.7390480041504,19414.844512939453
C2-C4-C9-C15-C19,12.1799997985363,11990,13120.165824890137,2632.021427154541,19431.62178993225
C1-C7-C10-C17-C19,13.529999554157257,11995,12980.238914489746,2612.1089458465576,19102.803707122803
C7-C9-C10-C17-C20,12.139999866485596,11992,12971.771001815796,2625.6823539733887,19139.12057876587
C2-C4-C7-C19-C24,11.03999987244606,11985,13116.432189941406,2663.8853549957275,19424.765825271606
C1-C7-C8-C17-C20,8.470000326633453,11993,13019.693613052368,2613.7325763702393,19176.875829696655
C2-C4-C7-C16-C24,10.909999907016754,11982,13062.108278274536,2631.5243244171143,19385.239601135254
C5-C7-C10-C17-C25,11.51999980211258,11995,13054.098844528198,2636.5671157836914,19270.4861164093
C2-C4-C7-C17-C22,11.089999973773956,11984,12947.654247283936,2620.925188064575,19210.3488445282
C1-C4-C8-C18-C24,10.580000281333923,11980,12996.380090713501,2624.714136123657,19186.970472335815
C5-C6-C7-C9-C19,11.209999769926071,11996,12910.41898727417,2610.4254722595215,19218.71519088745
C4-C7-C8-C17-C25,14.710000157356262,11990,12920.773029327393,2614.6726608276367,19080.848217010498
C4-C6-C8-C15-C18,12.309999763965607,11981,12884.156227111816,2600.3174781799316,19182.205200195312
C3-C5-C6-C15-C25,11.219999939203262,11996,12814.11075592041,2580.209970474243,19172.903537750244
C3-C4-C6-C17-C25,11.339999735355377,11990,12785.700798034668,2573.077440261841,19147.34673500061
C1-C2-C4-C9-C18,10.14000028371811,11985,12840.91329574585,2587.5675678253174,18967.222452163696
C4-C7-C8-C16-C17,13.680000603199005,11987,12790.586233139038,2569.2615509033203,18938.379049301147
C1-C4-C7-C15-C21,13.259999454021454,11994,12786.717653274536,2586.2016677856445,18959.86294746399
C2-C8-C9-C21-C22,11.460000276565552,11986,12704.500913619995,2592.907190322876,18699.41759109497
C2-C4-C5-C9-C15,8.950000256299973,11990,12710.349559783936,2591.46785736084,18940.07706642151
C2-C6-C10-C18-C23,11.089999973773956,11982,12717.400550842285,2570.610761642456,18798.564195632935
C3-C5-C9-C16-C20,14.880000054836273,11994,12686.447143554688,2552.2494316101074,18914.74175453186
C2-C5-C9-C15-C20,13.179999589920044,11993,12670.259714126587,2552.901268005371,18738.202810287476
C1-C7-C9-C10-C18,11.089999973773956,11990,12863.282203674316,2602.011203765869,18867.88058280945
C2-C6-C9-C23-C24,11.559999734163284,11987,12684.762477874756,2550.243854522705,18763.283729553223
C2-C5-C7-C17-C19,12.90999948978424,11996,12635.647535324097,2541.8174266815186,18731.16898536682
C4-C6-C8-C9-C23,11.219999939203262,11986,12725.947856903076,2559.678316116333,18928.311824798584
C1-C5-C9-C17-C18,11.180000007152557,11995,12675.33016204834,2559.041976928711,18821.218490600586
C3-C5-C7-C20-C24,12.219999730587006,11992,12564.683198928833,2536.5188121795654,18778.584241867065
C4-C8-C10-C17-C21,11.079999804496765,11985,12646.800756454468,2551.2430667877197,18706.895112991333
